CRN,Course,Sec,Seats,Title,Days,Times,Instructor,Loc,Class Info
26406,CETH 13,62Z,WL,"History of Art (Multicultural Arts in the United States)View FootnoteCETH-013.-62Z: Fully ONLINE. This class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Catie Cadge-Moore,ONLINE,OL 
26402,CETH 29,65Z,WL,"Ethnic Studies, Cultural Pluralism, and American Law and JusticeView FootnoteCETH-029.-65Z: Fully ONLINE. This class does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Meghan Kensler,ONLINE,OL 
21601,CHEM 10,22Z,Open,"Introductory ChemistryView FootnoteCHEM-0010-22Z: Fully ONLINE. This class meets each week on scheduled days and times as noted in the class listing. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382 . The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",M·W····,08:30 AM-10:20 AM,"LAK, PARNIAN",ONLINE,OL 
LAB,··W····,11:30 AM-02:20 PM,,,,,,,
27018,CHLX 10,60Z,WL,"Introduction to Chicanx and Latinx StudiesView FootnoteCHLX-010.-60Z: FULLY ONLINE. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Felipe Ponce,ONLINE,OL 
27340,CHLX 10,61Z,Open,"Introduction to Chicanx and Latinx StudiesView FootnoteCHLX-.010.-61Z: Fully ONLINE. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Robert Unzueta,ONLINE,OL 
27348,CHLX 10,62Z,Open,"Introduction to Chicanx and Latinx StudiesView FootnoteCHLX.-D010.-62Z: Fully ONLINE. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Robert Unzueta,ONLINE,OL 
27017,CHLX 13,60Z,WL,"The Chicanx and Latinx and the ArtsView FootnoteCHLX-.013-.60Z:  This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning .",·······,TBA-TBA,Angelina Loyola,ONLINE,OL 
00469,CIS 2,62Z,Open,"Computers and the Internet in SocietyView FootnoteCIS -002.-62Z: Fully ONLINE. This is an online lecture, laboratory class. The class does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Valerie Taylor,ONLINE,OL Download Syllabus for CIS 2 62Z 
00471,CIS 3,02Z,Open,"Business Information SystemsView FootnoteCIS -003.-03Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·T·····,06:00 PM-06:50 PM,Hoang Nguyen,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
CLAS,·······,TBA-TBA,,,,,,,
20371,CIS 3,62Z,Open,"Business Information SystemsView FootnoteCIS -003.-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Spera Georgiou,ONLINE,OL Download Syllabus for CIS 3 62Z 
LAB,·······,TBA-TBA,,,,,,,
02638,CIS 3,74Z,Open,"Business Information SystemsView FootnoteCIS-003.-74Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer: equipped with
Microsoft Office 2019.Pro, the internet and an individual email address to successfully
complete the course: a tablet or phone may not be adequate for all assignments and tests
Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.
",·······,TBA-TBA,Alexander Morgan Jr,ONLINE,OL Download Syllabus for CIS 3 74Z 
LAB,·······,TBA-TBA,,,,,,,
26036,CIS 4,03Z,Open,"Computer LiteracyView FootnoteCIS -004.-03Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·T·····,03:30 PM-04:20 PM,Anita Whitehill,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
TBA,·······,TBA-TBA,,,,,,,
22333,CIS 4,62Z,Open,"Computer LiteracyView FootnoteCIS-004.-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Linda West,ONLINE,OL Download Syllabus for CIS 4 62Z 
LAB,·······,TBA-TBA,,,,,,,
26498,CIS 5,61Z,Open,"Swift ProgrammingView FootnoteCIS -005.-61Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Manish Goel,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
27728,CIS 6,62Z,Open,"Introduction to Data Communication and NetworkingView FootnoteCIS-006-62Z: Fully ONLINE. This is an online class that does not have scheduled meetings. Students can log in anytime to do the required weekly course work. Students must have access to a computer, the internet and an individual email address. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Most De Anza classes will use the Canvas course management system. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Spera Georgiou,ONLINE,OL Download Syllabus for CIS 6 62Z 
21790,CIS 14A,62Z,Open,"Visual Basic .NET Programming IView FootnoteCIS -014A-62Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,Arthur Linn Jr,ONLINE,OL Download Syllabus for CIS 14A 62Z 
LAB,·······,TBA-TBA,,,,,,,
00479,CIS 18A,12Z,WL,"Introduction to Unix/LinuxView FootnoteCIS-018A-12Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",M·W····,06:00 PM-06:50 PM,Lalitha Krishnamurthy,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
TBA,·······,TBA-TBA,,,,,,,
02644,CIS 21JA,01Z,WL,"Introduction to x86 Processor Assembly Language and Computer ArchitectureView FootnoteCIS-21JA-01Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer with a webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·T·R···,01:30 PM-02:20 PM,Abeer Alameer,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
TBA,·······,TBA-TBA,,,,,,,
22853,CIS 21JA,62Z,WL,"Introduction to x86 Processor Assembly Language and Computer ArchitectureView FootnoteCIS -021JA-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Abeer Alameer,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
26235,CIS 21JA,63Z,WL,"Introduction to x86 Processor Assembly Language and Computer ArchitectureView FootnoteCIS -021JA-63Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Yau Lau,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
21716,CIS 22A,05Z,WL,"Beginning Programming Methodologies in C++View FootnoteCIS-022A-05Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",M·W····,01:30 PM-03:20 PM,Ira Oldham,ONLINE,OL Download Syllabus for CIS 22A 05Z 
LAB,·······,TBA-TBA,,,,,,,
27781,CIS 22A,06Z,WL,"Beginning Programming Methodologies in C++View FootnoteCIS-22A-06Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·T·R···,04:30 PM-06:20 PM,Alexandre Stoykov,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22584,CIS 22A,50Z,Open,"Beginning Programming Methodologies in C++View FootnoteCIS-022A-50Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,"LAM, AN",ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22329,CIS 22A,57Z,WL,"Beginning Programming Methodologies in C++View FootnoteCIS-022A-57Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning.",·······,TBA-TBA,"LIN, MAY",ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22006,CIS 22A,06GZ,Open,"Beginning Programming Methodologies in C++View FootnoteCIS-022A-06Z: Fully ONLINE.  This class is offered through the CCAP Agreement for high school students only, as a dual enrollment section. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·T·R···,04:30 PM-06:20 PM,Alexandre Stoykov,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
23868,CIS 22A,62Z,WL,"Beginning Programming Methodologies in C++View FootnoteCIS -022A-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Mary Pape,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
21720,CIS 22B,02Z,Open,"Intermediate Programming Methodologies in C++View FootnoteCIS-022B-02Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·T·····,06:00 PM-07:15 PM,Manish Goel,AT311,OL 
LAB,·······,TBA-TBA,,ONLINE,,,,,
TBA,·······,TBA-TBA,,ONLINE,,,,,
CLAS,···R···,06:00 PM-07:15 PM,,ONLINE,,,,,
22325,CIS 22B,03Z,WL,"Intermediate Programming Methodologies in C++View FootnoteCIS-022B-03Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer with a webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",M·W····,09:30 AM-11:20 AM,Edward Ahrens,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
21719,CIS 22B,04Z,WL,"Intermediate Programming Methodologies in C++View FootnoteCIS -022B.-04Z:  Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer with a webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",M·W····,01:30 PM-03:20 PM,Edward Ahrens,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
26233,CIS 22B,63Z,WL,"Intermediate Programming Methodologies in C++View FootnoteCIS -022B-63Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Hann So,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
27965,CIS 22B,73Z,Open,"Intermediate Programming Methodologies in C++View FootnoteCIS -022B-73Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remotelearning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Linyun Yu,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
26034,CIS 22C,03Z,WL,"Data Abstraction and StructuresView FootnoteCIS-022C-03Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. (Note from instructor: Students may submit assignments in C++ or Java.) Students must have access to a computer, the internet and an individual email address.  Students should have Zoom installed on their phones and computers for the exams and also one-by-one and group project presentations. Most De Anza classes will use the Canvas course management system. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****	",·······,TBA-TBA,Kamran Eftekhari,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22320,CIS 22C,50Z,WL,"Data Abstraction and StructuresView FootnoteCIS -022C-50Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time.  (Note from instructor: Students may submit assignments in C++ or Java.) Students must have access to a computer with a microphone and webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning. ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****",·······,TBA-TBA,Kamran Eftekhari,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22855,CIS 22C,62Z,Open,"Data Abstraction and StructuresView FootnoteCIS 22C-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer with a microphone and webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.  ***Please complete the form found at http://www.deanza.edu/cis/prereqclear.html if you feel that you can evidence equivalent coursework and/or job experience that meet the prerequisites for this course.****
All assignments must be completed in Java.
",·······,TBA-TBA,Jennifer Parrish,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
22958,CIS 29,11Z,Open,"Advanced C++ ProgrammingView FootnoteCIS-029.-11Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·T·R···,06:00 PM-07:50 PM,Grant Larkin,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
00484,CIS 35A,01Z,Open,"Java ProgrammingView FootnoteCIS-035A-01Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture meets each week as noted in the class listing. The laboratory does not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer with a webcam, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information about Canvas and Online Education Orientation can be found in Canvas on the Student Resources page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",M······,01:30 PM-03:20 PM,Linyun Yu,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
TBA,·······,TBA-TBA,,,,,,,
23382,CIS 35A,62Z,WL,"Java ProgrammingView FootnoteCIS -035A-62Z: Fully ONLINE. This is an online lecture, laboratory class. The lecture and laboratory do not have scheduled meetings and can be completed independently each week on the student's own time. Students must have access to a computer, the internet and an individual email address. Most De Anza classes will use the Canvas course management system. We recommend a laptop or desktop computer to successfully complete the course; a tablet or phone may not be adequate for all assignments and tests. Information  about  Canvas  and  Online  Education  Orientation  can   be   found   in   Canvas   on   the   Student   Resources   page: https://deanza.instructure.com/courses/3382. The Student Online Resources hub with extensive information and tips can be found at deanza.edu/online-ed/students/remote learning.",·······,TBA-TBA,Felix Amoruwa,ONLINE,OL 
LAB,·······,TBA-TBA,,,,,,,
